AU,worked_at_home,did_not_go_to_work_today,drove_private_car_truck_van,drove_company_car_truck_van,passenger_car_truck_van,bus,train,motorcycle_powercycle,bicycle,walked_jogged,other,total_stated,total_went_to_work,not_elsewhere_included,total
563802,54,15,102,30,9,..C,..C,33,..C,9,..C,255,186,9,267
563920,57,30,117,51,9,..C,21,..C,..C,6,..C,300,213,9,309
564011,36,39,177,33,9,..C,..C,6,..C,..C,..C,315,243,15,330
564012,144,96,372,99,18,..C,6,6,9,21,..C,777,540,24,801
564013,72,36,180,51,9,..C,9,..C,..C,15,..C,381,273,15,396
564021,330,177,741,204,39,6,24,48,6,21,6,1599,1092,57,1656
564022,180,81,324,102,18,..C,51,9,..C,24,..C,804,543,27,831
564023,54,51,183,39,12,..C,39,9,..C,9,..C,396,294,6,405
564210,72,144,699,168,66,..C,6,18,39,117,6,1338,1125,51,1389
564220,30,117,435,81,54,..C,6,6,24,78,6,846,696,54,900
564231,39,117,546,96,48,..C,..C,6,45,111,..C,1020,861,75,1095
564232,21,39,231,18,30,..C,..C,..C,6,33,..C,390,333,48,441
564240,75,165,768,201,60,..C,9,15,48,129,12,1479,1239,66,1548
564400,165,246,1008,207,87,9,84,15,51,111,15,2001,1590,105,2106
564510,36,66,249,51,21,9,72,..C,9,21,..C,537,435,21,558
564520,18,27,90,21,12,..C,45,..C,9,72,..C,303,255,39,342
564530,78,165,663,168,66,24,177,21,27,36,9,1437,1188,24,1458
564601,24,9,42,21,..C,..C,9,..C,..C,..C,..C,117,84,..C,117
564602,39,69,453,126,39,..C,57,6,6,..C,..C,810,702,18,825
564800,39,168,798,198,102,87,78,12,6,21,9,1512,1311,84,1596
564900,36,141,720,174,99,90,84,9,9,30,12,1407,1230,51,1455
565000,18,78,462,96,69,60,45,9,6,21,9,879,783,33,912
565100,24,114,480,99,69,72,51,9,..C,12,..C,942,810,51,993
565200,33,126,504,138,63,63,45,9,..C,15,..C,1005,846,48,1053
565300,42,138,657,180,99,69,54,21,6,15,9,1290,1113,48,1338
565400,42,33,144,57,9,..C,18,..C,..C,..C,..C,312,240,9,324
565601,99,63,243,102,15,..C,39,..C,..C,6,6,579,420,15,597
565602,123,273,1005,282,102,12,213,24,6,27,18,2091,1692,42,2133
565603,9,6,39,12,..C,..C,..C,..C,..C,..C,..C,81,66,..C,81
565604,48,105,285,93,39,6,78,9,..C,21,..C,690,537,9,699
565700,12,12,39,6,..C,..C,9,..C,..C,..C,..C,84,60,..C,90
565901,108,177,693,204,84,21,135,18,42,36,15,1524,1239,48,1575
565902,60,57,279,111,33,..C,48,..C,9,6,..C,612,495,12,621
565903,165,270,891,267,90,27,198,18,27,69,15,2043,1605,72,2115
566000,234,414,1461,402,153,42,324,30,60,186,24,3333,2685,111,3441
566101,207,243,891,240,75,15,195,21,45,117,15,2061,1611,57,2118
566102,147,234,792,222,96,12,129,15,33,54,21,1758,1377,42,1800
566200,93,108,318,84,30,..C,159,6,9,27,12,849,648,24,876
566301,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,6
566302,87,60,207,69,18,..C,51,6,..C,6,..C,522,375,9,531
566500,36,66,288,90,30,9,24,12,..C,..C,..C,564,462,15,576
566610,15,30,159,42,9,6,18,..C,..C,..C,..C,297,252,..C,300
566620,69,129,741,204,57,66,78,15,9,18,6,1392,1191,30,1419
566700,51,144,660,171,66,48,78,15,12,27,9,1284,1086,33,1317
566800,48,126,564,144,48,24,123,15,12,36,12,1149,975,36,1185
566900,45,159,765,192,78,48,90,15,15,21,9,1434,1230,36,1470
567000,39,105,438,87,33,24,72,..C,12,72,..C,888,744,30,921
567100,6,12,51,18,6,..C,9,..C,..C,15,..C,117,99,..C,120
567200,..C,..C,21,..C,..C,..C,..C,..C,..C,..C,..C,48,39,..C,51
567300,42,129,453,99,51,15,129,12,12,72,6,1029,858,24,1053
567400,60,153,633,162,60,24,129,12,24,78,6,1338,1128,45,1386
567500,33,135,528,117,54,24,105,12,12,48,..C,1074,909,27,1101
567600,42,117,399,108,48,30,93,12,9,24,6,894,735,33,930
567700,48,141,591,126,66,42,144,12,21,48,15,1248,1062,57,1305
567800,90,186,840,192,75,33,261,21,45,69,12,1824,1548,39,1860
567901,24,27,93,30,..C,..C,9,..C,..C,6,..C,207,156,9,216
567902,111,108,456,165,36,..C,66,6,9,12,..C,981,765,18,996
568101,54,192,777,225,81,78,135,18,9,33,9,1608,1362,60,1668
568102,33,123,456,123,63,30,75,12,9,9,9,945,783,45,987
568103,30,81,432,102,48,48,45,6,..C,12,9,816,708,45,861
568104,51,87,441,150,24,39,57,9,6,9,6,870,738,18,888
568201,24,84,414,60,69,60,81,..C,..C,36,..C,840,735,78,921
568202,27,102,513,84,51,54,114,6,18,36,15,1020,891,87,1104
568301,30,105,399,66,63,54,129,..C,12,33,9,912,777,54,966
568302,60,168,726,126,111,99,150,18,39,84,15,1590,1365,114,1707
568303,45,162,651,126,72,78,132,21,27,48,..C,1371,1161,90,1461
568401,42,105,474,114,54,42,114,9,18,33,9,1008,861,39,1047
568402,75,123,486,153,48,51,144,6,24,78,12,1203,1005,36,1239
568501,75,144,549,114,69,39,195,6,24,138,12,1368,1149,66,1437
568502,72,132,549,105,66,30,207,6,33,54,15,1269,1065,51,1320
568601,18,33,174,54,12,..C,99,..C,12,21,..C,435,381,15,450
568602,120,222,819,228,75,36,420,18,54,90,18,2091,1755,57,2148
568701,21,51,249,54,30,21,126,..C,18,51,9,633,558,21,651
568702,54,126,513,123,57,36,204,6,42,42,12,1215,1035,51,1266
568800,..C,..C,6,..C,..C,6,..C,..C,..C,..C,..C,36,30,..C,33
568900,18,48,225,42,39,63,39,..C,24,36,9,546,477,60,603
569001,48,87,288,72,30,21,105,..C,18,42,..C,717,582,15,732
569002,9,21,78,15,9,..C,36,..C,6,12,..C,192,162,9,201
569100,141,192,723,204,78,72,222,9,48,189,18,1890,1560,39,1929
569201,18,33,111,33,27,18,45,6,6,30,..C,324,276,12,336
569202,51,102,399,102,36,69,156,12,36,57,12,1032,879,33,1065
569301,69,126,582,147,54,24,123,15,21,27,6,1197,1002,15,1212
569302,99,243,966,204,111,39,243,24,39,42,21,2022,1683,51,2073
569401,54,69,327,78,21,6,69,..C,12,15,..C,663,537,12,672
569402,102,165,759,204,66,18,150,27,36,15,9,1554,1281,30,1581
569500,84,150,783,216,60,45,138,18,21,18,12,1542,1308,30,1572
569600,12,21,75,18,6,..C,27,..C,..C,..C,..C,171,138,9,180
569800,39,81,351,84,24,6,117,6,21,12,..C,756,633,21,777
569900,27,39,192,42,15,39,60,6,18,57,..C,495,432,18,516
570000,72,123,486,123,60,213,66,6,36,96,9,1293,1095,54,1341
570100,75,195,609,138,81,213,186,21,57,132,9,1707,1440,63,1770
570300,273,267,948,189,57,264,15,18,69,60,180,2334,1794,63,2397
570400,51,123,504,117,66,27,105,6,9,24,9,1038,861,57,1092
570500,39,105,411,93,39,21,84,12,9,9,..C,822,678,30,852
570600,57,153,705,141,93,36,105,18,21,57,15,1404,1191,81,1485
570700,33,99,399,69,48,24,66,..C,..C,60,12,816,687,57,876
570800,15,12,30,6,9,..C,12,..C,..C,24,..C,111,84,27,141
570900,21,69,345,57,72,12,81,..C,..C,42,9,708,621,72,780
571000,12,69,312,45,45,6,69,6,..C,21,..C,594,510,30,621
571100,12,81,357,54,117,57,63,..C,..C,30,9,783,690,123,909
571200,..C,39,219,30,60,21,36,..C,..C,18,..C,438,393,63,501
571300,24,105,438,54,141,48,81,..C,..C,36,15,945,816,144,1089
571400,33,87,501,66,150,54,57,..C,6,42,15,1008,888,153,1161
571501,78,135,552,144,63,..C,141,15,9,51,9,1203,990,24,1227
571502,63,114,546,150,60,..C,168,9,6,15,15,1149,972,30,1182
571600,18,120,594,105,120,36,90,6,..C,18,9,1116,978,54,1170
571800,87,111,408,111,24,..C,180,24,6,15,15,990,789,27,1014
571900,105,114,525,123,48,..C,168,9,12,21,12,1143,924,24,1167
572000,93,150,624,198,60,..C,216,15,12,24,6,1398,1155,27,1425
572100,78,162,663,189,66,..C,186,15,9,15,15,1407,1164,36,1443
572200,93,156,753,168,75,9,153,9,6,27,15,1464,1215,30,1494
572300,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
572500,102,183,693,144,84,18,426,24,21,51,12,1764,1476,42,1806
572600,93,240,879,153,114,33,489,24,15,84,12,2142,1806,69,2211
572701,81,204,780,150,93,30,402,15,12,54,21,1839,1557,63,1899
572702,45,102,384,81,51,..C,162,12,6,21,6,870,726,18,891
572900,120,198,381,75,48,189,33,24,60,1551,30,2709,2388,51,2763
573000,147,318,243,48,30,135,24,18,42,1971,51,3027,2562,102,3129
573101,210,420,450,78,57,456,48,30,72,2868,75,4758,4128,135,4893
573102,..C,..C,6,..C,..C,..C,..C,..C,..C,12,..C,27,21,..C,27
573200,87,246,291,42,30,183,21,24,90,1032,24,2073,1740,63,2139
573300,105,351,381,48,48,330,12,27,99,1281,33,2718,2262,111,2829
573400,204,300,546,108,69,390,12,33,153,1824,51,3699,3192,102,3798
573511,9,18,108,18,15,30,12,..C,..C,..C,..C,216,189,6,222
573513,81,144,774,141,102,201,15,18,12,24,18,1533,1308,24,1554
573514,99,198,834,174,111,225,30,15,21,42,12,1770,1467,42,1812
573522,..C,12,81,12,12,..C,18,..C,..C,..C,..C,147,132,..C,150
573523,18,69,375,84,36,99,6,..C,9,9,12,714,630,12,729
573524,15,33,204,33,36,60,..C,..C,6,9,..C,402,357,15,417
573525,18,15,69,30,6,..C,18,..C,..C,..C,..C,165,132,..C,168
573526,9,6,60,15,..C,..C,..C,..C,..C,..C,..C,108,90,..C,108
573600,60,102,438,102,45,135,51,21,12,36,6,1008,846,21,1032
573700,84,183,801,114,111,237,138,15,27,87,24,1821,1551,69,1887
573801,21,39,267,57,30,90,18,12,6,15,..C,561,498,15,579
573802,18,60,252,36,30,78,36,6,15,12,..C,549,468,12,558
573901,42,90,363,72,57,189,9,9,9,24,9,873,741,30,906
573902,30,54,342,60,45,165,..C,9,6,9,6,732,645,18,747
573903,51,126,642,111,90,246,15,18,18,48,15,1374,1197,42,1416
574001,84,186,816,171,123,378,..C,36,27,45,21,1893,1623,54,1947
574002,..C,..C,12,..C,..C,..C,..C,..C,..C,..C,..C,21,18,..C,21
574100,87,165,801,132,129,150,183,30,27,60,21,1776,1527,36,1815
574200,108,129,654,108,66,150,117,24,30,30,24,1443,1206,27,1473
574302,177,171,855,156,114,288,63,36,63,87,21,2025,1680,39,2064
574303,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
574304,102,126,612,84,102,162,93,21,48,33,12,1401,1170,21,1422
574401,102,180,756,108,111,51,288,54,63,30,24,1764,1482,30,1794
574402,126,159,705,93,90,240,108,33,84,48,27,1710,1428,24,1737
574500,9,9,39,15,..C,9,..C,..C,..C,9,..C,99,81,..C,102
574600,150,177,672,93,87,288,9,30,93,348,39,1989,1659,33,2022
574701,54,90,342,60,42,21,153,21,30,18,9,837,696,18,855
574702,75,99,381,54,48,255,..C,24,60,114,12,1128,948,24,1149
574703,18,51,141,24,18,96,..C,15,24,84,..C,480,408,..C,483
574800,99,144,483,51,66,258,..C,30,60,126,12,1335,1092,24,1362
574900,105,204,846,129,120,510,9,48,81,96,45,2193,1881,69,2259
575000,120,198,645,78,72,285,..C,39,63,210,15,1731,1410,33,1761
575100,141,234,876,117,111,504,..C,54,60,117,15,2232,1857,42,2271
575200,81,144,456,57,36,216,6,30,66,450,24,1578,1350,33,1608
575300,141,261,360,48,36,171,12,21,48,753,66,1914,1515,54,1968
575400,9,36,66,9,9,33,..C,..C,12,93,6,279,234,..C,285
575500,24,42,96,12,12,39,..C,9,27,105,6,381,315,9,390
575600,138,213,705,108,90,345,9,48,102,546,36,2346,1995,48,2391
575701,33,69,237,30,27,120,..C,15,39,99,..C,675,573,12,687
575702,27,57,177,21,27,75,..C,24,24,87,12,528,444,6,534
575800,51,135,459,78,45,246,..C,33,42,96,18,1206,1026,39,1248
575901,30,57,240,51,39,84,..C,15,18,42,12,588,501,12,603
575902,51,69,423,87,51,87,..C,30,33,27,15,879,759,36,912
576001,117,186,753,126,84,330,..C,33,117,63,18,1833,1530,36,1869
576002,108,216,711,120,69,330,..C,48,111,102,15,1833,1506,51,1884
576100,111,192,822,132,114,306,..C,51,132,81,21,1962,1662,36,2001
576200,51,141,318,42,45,333,..C,24,63,147,12,1173,984,60,1236
576301,51,186,318,54,48,423,..C,18,117,477,18,1716,1476,54,1770
576302,18,51,144,15,15,105,..C,9,39,75,9,486,417,21,507
576400,90,258,522,75,84,660,9,33,165,552,42,2490,2145,117,2607
576500,15,72,72,..C,6,102,..C,..C,21,219,6,528,444,18,546
576600,72,45,123,33,12,51,..C,..C,42,189,12,585,462,18,603
576700,78,81,333,66,30,171,..C,18,90,207,24,1092,936,24,1116
576800,162,228,885,123,111,618,6,54,168,300,39,2694,2304,60,2757
576901,51,144,447,72,75,309,..C,18,54,189,15,1374,1179,75,1449
576903,90,180,531,81,66,480,6,30,126,204,24,1821,1551,51,1872
576904,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,12,9,..C,12
577000,102,132,549,93,69,327,..C,27,114,90,21,1530,1296,48,1581
577101,21,42,135,30,24,54,..C,6,15,12,..C,348,282,6,351
577102,84,174,732,111,87,267,..C,30,75,78,15,1656,1398,66,1719
577200,81,159,669,111,96,339,..C,24,51,132,24,1686,1449,51,1740
577301,66,126,498,90,57,213,..C,30,66,78,18,1242,1050,30,1269
577302,63,132,468,69,42,201,..C,30,66,81,21,1173,978,33,1200
577400,81,66,369,75,27,72,..C,12,39,21,12,774,627,15,786
577500,111,96,501,93,48,129,..C,24,57,21,15,1092,888,30,1122
577601,33,72,327,69,42,93,..C,6,27,30,12,714,612,36,750
577602,6,27,57,12,6,36,..C,..C,..C,9,..C,159,126,..C,165
577700,57,42,222,75,21,21,..C,15,12,6,..C,474,375,15,489
577900,252,75,306,69,15,..C,..C,69,..C,27,6,819,495,39,858
578000,57,114,417,123,36,..C,..C,9,30,126,..C,918,744,39,957
578100,12,21,87,18,12,..C,..C,..C,..C,15,..C,165,135,12,180
578200,243,36,132,33,9,..C,..C,81,..C,21,..C,558,276,24,579
578301,69,48,141,42,6,..C,9,9,..C,..C,..C,327,213,15,342
578302,117,99,399,114,15,..C,12,6,12,18,6,801,585,21,825
578401,198,90,381,114,15,..C,27,15,..C,12,..C,864,573,27,891
578402,285,111,321,87,12,..C,9,60,..C,24,9,924,528,42,966
578600,18,33,90,15,12,..C,..C,..C,6,54,..C,228,177,15,243
578700,69,183,621,141,57,..C,45,12,54,102,9,1296,1044,51,1344
578800,54,162,636,117,78,..C,18,6,42,102,12,1236,1017,87,1326
578901,33,108,561,132,57,..C,21,6,39,66,9,1038,894,48,1083
578902,66,153,702,183,75,..C,24,27,48,54,9,1344,1122,33,1374
579000,18,78,327,84,27,..C,12,9,21,18,..C,594,498,12,609
579100,..C,12,51,9,6,..C,..C,..C,9,15,..C,111,96,9,117
579200,99,183,876,225,81,..C,24,18,54,96,12,1674,1389,42,1716
579400,30,24,117,30,..C,..C,6,6,..C,12,..C,231,174,9,240
579501,159,90,306,78,15,..C,57,18,9,15,..C,753,504,15,768
579502,273,96,357,87,18,..C,45,18,9,21,9,939,567,39,978
579700,138,264,984,204,96,18,135,12,39,108,12,2004,1605,69,2076
579802,81,21,48,9,..C,..C,..C,18,..C,..C,..C,195,93,15,210
579803,426,189,576,168,36,..C,120,129,12,39,18,1716,1098,72,1785
579804,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
579900,105,153,411,114,18,..C,81,..C,15,78,..C,990,732,36,1026
580000,69,126,429,78,39,21,144,6,9,36,..C,963,765,39,1002
580100,96,105,309,75,27,..C,36,..C,21,63,..C,738,537,24,759
580200,21,33,93,21,15,..C,..C,..C,..C,54,..C,240,186,..C,246
580300,78,135,603,159,66,..C,..C,18,24,36,6,1128,909,42,1170
580410,6,24,81,6,9,..C,..C,..C,30,69,18,240,210,..C,243
580420,78,48,189,72,12,..C,..C,..C,18,15,6,435,315,24,459
580431,114,66,351,105,21,..C,..C,6,15,15,..C,690,516,27,720
580432,72,18,105,42,6,..C,..C,..C,12,9,..C,264,177,..C,270
580442,45,102,315,78,12,..C,..C,..C,18,39,9,624,477,24,648
580445,..C,9,6,..C,..C,..C,..C,..C,..C,..C,..C,18,9,..C,18
580446,450,201,501,126,42,..C,..C,24,15,93,27,1482,831,84,1569
580447,60,15,102,39,6,..C,..C,..C,..C,..C,..C,234,159,12,246
580448,87,69,300,87,15,..C,..C,12,9,12,..C,594,435,21,615
580449,228,57,261,93,15,..C,..C,..C,12,27,..C,696,411,18,714
580450,264,72,348,87,21,..C,..C,9,6,27,9,846,507,24,870
580451,36,..C,63,24,..C,..C,..C,..C,..C,..C,..C,129,90,..C,132
580452,51,18,102,24,..C,..C,..C,..C,..C,..C,..C,207,138,..C,213
580600,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
580801,228,42,180,60,6,..C,..C,6,..C,30,..C,555,285,21,576
580802,12,30,120,36,30,..C,..C,..C,..C,12,..C,240,198,12,255
580900,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
581100,135,165,558,144,42,..C,..C,6,21,153,18,1242,939,72,1311
581210,132,225,990,297,84,..C,..C,15,117,99,12,1977,1623,72,2049
581220,51,126,657,141,84,..C,..C,12,45,93,..C,1215,1038,72,1287
581230,75,135,585,153,57,..C,..C,12,63,150,9,1242,1032,60,1302
581240,120,204,1002,237,114,..C,..C,18,120,222,18,2061,1740,78,2139
581250,105,261,1227,285,135,..C,..C,24,129,144,18,2325,1962,87,2412
581260,105,294,1314,351,111,..C,..C,36,147,63,6,2430,2031,48,2478
581400,132,144,417,84,27,..C,..C,9,42,99,6,963,684,54,1017
581500,219,117,327,96,27,..C,..C,9,18,39,6,858,522,42,897
581601,474,255,666,144,39,..C,..C,78,60,102,18,1833,1104,90,1923
581602,93,81,216,42,21,..C,..C,6,66,66,..C,597,423,39,636
581713,27,36,123,36,6,..C,..C,6,12,..C,..C,255,195,12,267
581715,63,117,537,150,24,9,..C,18,60,24,..C,1002,825,30,1035
581717,54,42,177,48,..C,..C,..C,..C,12,..C,..C,345,249,6,351
581720,75,66,288,96,24,..C,..C,6,33,18,..C,615,474,12,627
581721,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
581722,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
581723,45,126,459,126,24,..C,..C,6,57,39,15,900,729,21,921
581724,9,9,21,..C,..C,..C,..C,..C,..C,..C,..C,51,33,..C,51
581725,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
581726,84,57,186,54,12,..C,..C,..C,12,24,..C,435,294,18,450
581811,..C,..C,24,..C,..C,..C,..C,..C,..C,..C,..C,36,30,..C,36
581812,75,63,225,51,15,..C,..C,..C,6,9,..C,456,315,18,474
581822,57,99,456,186,21,..C,..C,9,24,27,..C,888,732,15,900
581823,78,129,555,159,42,..C,..C,12,15,21,9,1023,813,27,1050
581825,144,114,462,120,24,..C,..C,9,39,45,9,972,708,24,993
581831,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
581832,96,57,153,18,6,..C,..C,..C,21,24,..C,390,237,18,408
581833,450,216,963,192,51,6,..C,27,48,93,9,2061,1398,123,2187
581834,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
581835,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
581836,600,294,1440,345,87,12,..C,33,48,63,21,2946,2049,93,3036
581841,144,57,165,48,15,..C,..C,6,..C,12,..C,459,258,21,480
581842,138,39,78,21,9,..C,..C,21,..C,27,..C,342,162,27,369
581843,39,30,87,33,..C,..C,..C,6,21,51,..C,276,207,9,285
581844,21,21,75,30,15,..C,..C,..C,..C,9,..C,171,126,9,180
581850,39,51,234,39,15,..C,..C,..C,27,21,6,441,348,27,462
582000,84,90,351,87,21,6,..C,..C,33,12,9,702,528,15,717
582100,117,162,684,177,36,9,..C,15,96,24,15,1335,1056,30,1365
582200,..C,..C,12,..C,..C,..C,..C,..C,9,..C,..C,36,33,..C,39
582300,126,147,402,108,30,9,..C,12,105,201,18,1161,888,42,1206
582401,102,96,303,63,12,..C,..C,9,45,48,9,687,489,18,705
582402,57,147,627,102,45,..C,..C,18,78,144,9,1227,1026,75,1302
582500,24,36,51,9,..C,..C,..C,..C,12,60,..C,204,141,21,225
582600,24,33,117,21,12,..C,..C,..C,36,39,..C,297,240,12,306
582700,24,39,123,24,12,..C,..C,..C,39,90,..C,363,300,27,387
582800,105,96,255,54,24,..C,..C,6,57,201,12,813,612,21,834
582900,66,75,237,45,21,..C,..C,6,72,75,..C,603,465,9,615
583000,78,132,477,84,30,18,..C,12,72,78,6,984,774,45,1032
583100,120,147,618,135,42,..C,..C,18,75,45,9,1203,939,33,1236
583201,42,102,375,63,24,..C,..C,12,42,45,..C,711,567,30,741
583202,24,66,315,48,33,6,..C,6,66,93,9,666,576,33,696
583300,63,162,486,96,39,9,..C,15,78,108,15,1077,849,39,1113
583400,42,87,300,78,15,..C,..C,15,63,51,12,666,537,39,705
583500,21,57,213,42,18,..C,..C,6,24,30,..C,423,345,18,441
583600,18,48,198,54,12,12,..C,9,36,15,..C,402,342,6,411
583700,111,192,906,234,48,18,..C,27,108,51,12,1707,1404,39,1749
583800,48,159,585,144,48,15,..C,18,78,51,9,1155,945,30,1182
583900,78,159,687,153,54,15,..C,21,63,60,9,1308,1071,54,1362
584000,63,174,786,207,57,12,..C,24,108,87,..C,1515,1281,36,1551
584201,162,345,1281,375,81,18,..C,24,162,195,18,2658,2151,90,2745
584202,186,357,1446,435,93,21,..C,21,141,171,27,2895,2352,75,2970
584301,114,186,798,168,84,..C,..C,15,138,111,9,1623,1320,84,1704
584303,126,192,693,201,60,..C,..C,12,129,147,12,1572,1254,63,1638
584304,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
584305,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C
584402,54,21,45,6,..C,..C,..C,9,6,15,..C,162,84,18,180
584403,6,21,24,9,21,..C,..C,..C,..C,..C,..C,93,66,..C,99
584404,..C,15,27,18,9,..C,..C,..C,..C,..C,..C,78,57,6,87
584405,9,51,150,72,54,..C,..C,..C,12,21,..C,378,321,6,387
584407,42,15,21,..C,..C,..C,..C,12,..C,..C,..C,99,42,..C,102
584408,12,12,39,..C,..C,..C,..C,..C,..C,..C,..C,81,57,..C,84
584409,21,42,90,39,21,..C,..C,6,..C,..C,..C,228,165,15,243
584410,105,87,330,144,57,..C,..C,18,15,30,..C,792,600,33,825
584411,39,24,63,21,6,..C,..C,..C,..C,15,..C,174,108,12,186
584412,21,9,15,..C,..C,..C,..C,..C,..C,..C,..C,57,27,..C,60
584500,84,222,633,267,213,12,..C,12,90,210,6,1752,1449,66,1818
584600,30,72,165,69,66,..C,..C,..C,18,45,6,465,369,21,486
584701,51,15,60,18,12,..C,..C,9,..C,12,..C,180,114,18,201
584702,45,21,57,27,..C,..C,..C,18,..C,12,..C,183,120,21,204
584703,30,12,6,..C,..C,..C,..C,15,..C,12,..C,81,39,9,87
584800,21,60,264,96,21,..C,..C,6,21,12,..C,507,426,12,522
584911,15,18,81,24,6,..C,..C,..C,..C,..C,..C,150,117,9,156
584912,51,69,354,156,27,..C,..C,..C,12,12,..C,693,573,18,714
584922,12,15,63,12,..C,..C,..C,..C,..C,15,..C,120,96,9,129
584923,..C,..C,33,6,..C,..C,..C,..C,..C,..C,..C,51,45,..C,51
584930,18,27,189,51,21,..C,..C,..C,..C,9,..C,327,282,12,339
584931,18,6,51,12,..C,..C,..C,..C,..C,..C,..C,99,75,6,108
584932,6,..C,15,6,..C,..C,..C,..C,..C,..C,..C,33,24,..C,36
584933,27,..C,36,9,..C,..C,..C,9,..C,..C,..C,93,60,..C,96
584934,..C,..C,18,6,..C,..C,..C,..C,..C,..C,..C,33,30,..C,36
584935,27,18,120,36,9,..C,..C,..C,..C,..C,..C,216,174,..C,222
584936,12,6,33,18,..C,..C,..C,9,..C,..C,..C,84,63,..C,87
584937,24,18,81,18,9,..C,..C,..C,..C,6,..C,159,120,6,165
584938,54,18,66,30,9,..C,..C,12,..C,12,..C,204,135,12,216
584939,48,18,33,24,6,..C,..C,6,..C,12,..C,144,78,9,150
584940,72,..C,12,18,9,..C,..C,..C,15,96,..C,228,153,12,240
585000,27,72,327,48,24,..C,..C,..C,9,6,..C,516,417,21,540
585110,12,102,333,72,63,..C,..C,6,18,24,6,639,522,30,672
585120,15,45,255,60,30,..C,..C,..C,18,24,6,447,390,18,465
585130,15,24,96,30,12,..C,..C,..C,6,57,..C,243,204,18,264
585140,69,168,636,201,57,..C,..C,12,63,126,..C,1332,1095,39,1374
585306,12,18,69,18,6,..C,..C,..C,..C,9,..C,132,102,9,141
585307,12,45,144,30,..C,..C,..C,..C,..C,6,..C,249,192,..C,252
585309,21,18,66,27,12,..C,..C,..C,..C,6,..C,147,114,6,156
585311,42,18,45,9,..C,..C,..C,18,..C,24,..C,171,108,15,183
585312,36,33,63,18,9,..C,..C,..C,12,93,6,270,195,21,291
585313,30,21,42,18,..C,..C,..C,..C,12,72,..C,201,150,9,213
585314,18,18,54,24,..C,..C,..C,..C,..C,..C,..C,123,84,..C,126
585315,6,..C,9,..C,..C,..C,..C,..C,..C,..C,..C,21,12,..C,24
585316,57,42,153,45,15,..C,..C,6,..C,6,..C,327,231,15,345
585317,57,51,204,66,18,..C,..C,6,18,12,..C,435,324,12,447
585318,114,24,63,21,..C,..C,..C,27,..C,12,..C,270,132,12,285
585319,12,..C,12,..C,..C,..C,..C,..C,..C,..C,..C,33,18,..C,33
585320,27,..C,12,..C,..C,..C,..C,..C,..C,..C,..C,57,30,..C,60
585321,45,12,45,24,..C,..C,..C,18,..C,15,..C,165,105,12,177
585322,9,..C,15,..C,..C,..C,..C,..C,..C,..C,..C,39,30,..C,39
585323,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,..C,15,6,6,21
585324,6,..C,9,..C,..C,..C,..C,..C,..C,..C,..C,24,15,..C,27
585325,30,24,51,15,..C,..C,..C,..C,..C,18,..C,144,87,..C,150
585400,90,171,669,183,69,..C,..C,9,69,204,9,1473,1212,69,1545
585502,96,66,150,48,9,..C,..C,..C,24,81,..C,483,321,18,501
585504,30,21,75,39,..C,..C,..C,6,..C,21,..C,201,150,6,210
585505,12,24,39,18,18,..C,..C,..C,..C,12,..C,126,90,9,135
585506,360,108,207,93,9,..C,..C,111,..C,48,15,954,489,33,987
585601,201,51,126,66,12,..C,..C,12,..C,21,..C,495,243,24,519
585602,15,21,60,27,9,..C,..C,..C,6,27,..C,165,123,..C,165
585700,483,162,474,138,51,..C,..C,33,9,63,9,1428,783,69,1497
585802,54,93,315,105,18,..C,..C,..C,15,48,..C,660,513,21,681
585803,303,150,711,219,48,..C,..C,9,21,18,6,1488,1035,60,1548
585805,51,42,168,42,12,..C,..C,..C,..C,..C,..C,324,234,12,339
585806,90,48,153,48,12,..C,..C,6,..C,6,..C,369,228,15,381
585807,219,150,555,216,33,..C,..C,12,6,9,6,1212,846,27,1239
585808,90,60,318,96,21,..C,..C,..C,..C,6,..C,600,450,24,621
586001,..C,..C,9,..C,..C,..C,..C,..C,..C,..C,..C,12,12,..C,12
